Name,BLength,BWidth,BDepth,Wing,Tarsus,Mass,PyS.A,PyS.G,PyS.T,PyS.B,PyS.M,PyS.R,D.V,D.I,D.S,D.F,D.O,D.N,H.f,H.o
Emberiza_pusilla,8.17,4.21,5.035,70.5,17.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emberiza_stewarti,7.865,4.14,5.17,78.3,18.425,17,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Enicurus_immaculatus,12.585,4.175,3.88,90,25.595,25.5,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Enicurus_leschenaulti,17.235,4.97,5.145,109.75,33.125,33.8,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Enicurus_maculatus,15.1,4.48,4.55,106.5,29.47,41,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Enicurus_schistaceus,13.14,4.55,4.055,100,29.11,31,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Enicurus_scouleri,7.835,2.35,2.99,78.2,25.465,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Eremophila_alpestris,10.225,4.625,5.5,97.5,21.2,30.2,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Eremopterix_grisea,NA,NA,NA,NA,NA,16,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Eremopterix_nigriceps,NA,NA,NA,NA,NA,14,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Erpornis_zantholeuca,9.93,3.02,3.97,67,16.1,11.8,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Eudynamys_scolopaceus,20.75,10.13,11.1,194,34.76,180,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Eumyias_thalassinus,6.738333333,4.521666667,3.218333333,83.41666667,15.85,17.7,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Euodice_malabarica,7.72,5.835,7.295,54.5,13.455,12,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Eurystomus_orientalis,18.185,13.625,13.32,194,19.155,138.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Ficedula_hyperythra,6.1,3.305833333,2.95,60.33333333,18,8.2,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Ficedula_monileger,7.325,3.7,2.9,60.5,21.45,11,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Ficedula_sapphira,6.28,3.35,2.55,62,16.4,7.8,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Ficedula_strophiata,6.4125,3.283333333,3.008333333,74.08333333,20,13,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Ficedula_subrubra,6.55,3.325,2.8,67,20.1,10.4,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Ficedula_superciliaris,6.77,3.482727273,2.989090909,63,16.05,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Ficedula_tricolor,6.072727273,3.083333333,2.5625,60.41666667,19.25,8.3,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Ficedula_westermanni,6.3,3.308333333,2.780833333,58.08333333,15.475,7.8,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Fulvetta_ludlowi,5.75,2.425,3.33,56.5,23.5,12.34,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Fulvetta_vinipectus,6.071428571,2.6,3.2,56.44444444,23,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Galerida_cristata,14.565,5.055,5.07,100.5,24.385,40.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Gampsorhynchus_rufulus,11.335,5.15,6.34,98,28.01,37,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Garrulax_albogularis,15.755,6.265,7.29,132.25,44.45,98.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Garrulax_leucolophus,16.795,5.755,7.82,136.5,47.64,123.5,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Garrulax_monileger,18.415,6.44,7.54,129.5,41.785,84,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Garrulax_pectoralis,23.295,7.58,9.305,142.5,49.35,145.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Garrulus_glandarius,20.405,10.6525,11.81,177.625,41.6775,168,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Garrulus_lanceolatus,16.3,8.885,11.555,153.375,37.2675,97.7,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Gecinulus_grantia,19.3,8.6,8.4,130,25.3,76.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Glaucidium_brodiei,9.845,5.205,8.985,91,19.8,58,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Glaucidium_cuculoides,13.83,10.015,12.485,150.5,29.575,162.5,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Glaucidium_radiatum,11.58,8.525,11.035,135.5,25.355,102,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Gracula_religiosa,19.995,10.385,11.75,168.5,36.185,192,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Gracupica_contra,19.45,6.11,6.73,120.35,33.75,84,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Grammatoptila_striata,17.3,7.79,10.795,151,46.315,110.5,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Grandala_coelicolor,10.5,3.84,3.9,145.4,30.24,45.6,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Haematospiza_sipahi,12.545,9.835,11.73,101.5,21.41,39.5,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Halcyon_coromanda,42.035,14.93,14.465,106,15.805,77.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Halcyon_smyrnensis,37.965,12.61,12.155,116,16.745,91.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Harpactes_erythrocephalus,12.395,8.66,10.53,153.5,17.08,80.3,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Harpactes_wardi,10.85,7.95,10.75,161,16.7,119,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Hemiprocne_coronata,4.475,3.345,1.93,170,9.385,29,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Hemipus_picatus,9.6775,4.475,3.565,64.375,12.695,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Hemixos_flavala,12.75,5.205,5.385,97.25,19.045,32.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Heterophasia_annectans,8.8,3.65,4,80.5,25.7,24.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Heterophasia_capistrata,12.89,4.34,4.76,95,31,39.4,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Heterophasia_picaoides,15,4.533333333,4.866666667,118.5,28.05,42.4,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Heterophasia_pulchella,15.825,5.095,5.195,107,31.465,41,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Heteroxenicus_stellatus,7.946666667,3.256666667,3.313333333,76.66666667,32.3,23,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Hierococcyx_nisicolor,15.5,9.15,8,175,22.5,81.05,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Hierococcyx_sparverioides,18.87,8.48,8.305,221.75,26.69,151,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Hierococcyx_varius,17.305,8.07,7.66,199.5,23.805,103,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Hirundapus_caudacutus,6.56,4.84,4.07,198,17.16,95.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Hirundapus_cochinchinensis,6.855,4.245,3.425,180,17.505,83.8,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Hirundo_daurica,4.825,4.55,3,111.5,13.15,17.3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Hirundo_fluvicola,4.3,3.95,2.5,93,10.7,9.7,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Hirundo_rustica,6.755,4.76,2.3,121.5,11.7,16,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Hirundo_smithii,4.775,3.7,2.165,114,10.15,12.4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Hodgsonius_phaenicuroides,8.533333333,3.053333333,3.433333333,72,28.55,21.1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Hypopicus_hyperythrus,24.86,5.925,6.25,124,20.75,46.75,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Hypothymis_azurea,9.376666667,5.323333333,3.906666667,72,16.12666667,11.1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Hypsipetes_leucocephalus,17.035,5.825,6.12,123.8,19.415,52.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Hypsipetes_mcclellandi,18.105,5.94,5.695,107.5,17.845,32.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Ianthocincla_ocellata,19.55,6.29,7.7,130.5,47.675,114,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Ianthocincla_rufogularis,15.735,5.925,6.975,94.75,37.43,63,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Indicator_xanthonotus,6.59,4.6,4.81,97.85,14.2,30.45,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Irena_puella,18.36,8.22,8.715,136.9,19.925,64.9,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Jynx_torquilla,11.28,5.315,4.47,84.5,19.98,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Ketupa_flavipes,26.43,17.535,23.36,437.5,79.555,2315,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Ketupa_zeylonensis,NA,NA,NA,NA,NA,2315,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Lanius_meridionalis,11.065,6.44,9.37,116.5,25.8,61,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Lanius_schach,11.7175,5.995,8.97,92.025,27.6875,51.55,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Lanius_tephronotus,12.37,6.0225,7.7925,102.45,28.3125,46.75,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Lanius_vittatus,10.6125,4.99,6.395,87.15,23.0475,20.8,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Leiothrix_argentauris,9.366666667,4.111111111,5.033333333,76,25.73333333,28.4,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Leiothrix_lutea,7.78,3.49,8.23,68.6,25.3,21.4,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Leptopoecile_sophiae,5.7,1.95,2.25,50.25,19.675,6.9,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Leucosticte_brandti,9.89,6.97,7.985,115.75,21.245,30.4,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Leucosticte_nemoricola,9.33,6.6,6.86,101,20.415,22.7,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Liocichla_bugunorum,NA,NA,NA,NA,NA,37.2,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Liocichla_phoenicea,9.8,4.2,5.675,87,35.3,49,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Lioparus_chrysotis,4.866666667,2.653333333,3.033333333,51.66666667,20.63333333,11.79,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Lonchura_atricapilla,8.945,6.945,8.32,54.9,17.785,12.7,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Lonchura_punctulata,9.025,7.095,7.96,54.4,15.475,13.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Lonchura_striata,8.405,6.295,7.415,53,14.04,12.3,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Loriculus_vernalis,11.92,6.5,9.21,93.2,9.24,27.4,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Loxia_curvirostra,13.195,6.975,8.2,80.6,14.885,38.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Luscinia_brunnea,7.87,3.01,3.44,75.1,27.05,17.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Luscinia_pectoralis,9.02,2.962857143,3.481428571,72.85714286,30.7,23.35,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Luscinia_svecica,8.875,2.75,3.1,70.75,28.25,17.3,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Macronous_gularis,8.675,3.1,3.5,60,19.3,11.45,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Macropygia_unchall,11.08,4.26,4.97,197.55,26.305,168,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Malacocincla_abbotti,12.675,4,5.8,78,26.3,29.25,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Megalaima_asiatica,17.265,9.48,10.995,103.5,26.75,90.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Megalaima_australis,14.295,7.6,8.135,86.25,19.505,33.3,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Megalaima_franklinii,17.95,10.2,11.175,103.85,26.865,63.5,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Megalaima_haemacephala,13.775,9.295,9.545,79.5,19.74,44.55,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Megalaima_lineata,25.89,11.45,14.28,128.65,34.76,149,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Megalaima_virens,32.955,13.7,17.06,140.25,33.775,202,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Megalaima_zeylanica,25.365,11.575,13.745,118,31.725,102,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Megalurus_palustris,12.395,4.25,4.76,96.5,36.26,44.85,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Melanochlora_sultanea,11.37857143,5.421428571,14.45714286,108.5714286,24.4,37.6,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Melanocorypha_maxima,21.41,6.57,8.05,148,30.95,75,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Melophus_lathami,9.34,5.745,6.33,82.5,21.205,21.9,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Merops_apiaster,31.635,7.735,7.98,147,13.705,56.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Merops_leschenaulti,28.775,6.755,6.16,107,10.98,27.2,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Merops_orientalis,23.2,6.32,5.12,92.05,10.2,14.8,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Merops_persicus,34.4,7.05,7.625,155.5,13.535,49.3,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Merops_philippinus,35.355,7.135,7.8,131.5,13.465,34,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Microhierax_caerulescens,10.235,8.245,9.185,108.1,22.115,40,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Microhierax_melanoleucus,10.83,7.845,9.455,116,23.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micropternus_brachyurus,18.2,7.25,7.95,131.5,21.3,69.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Minla_cyanouroptera,7.84,3.25,3.8,63.2,22.85,17,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Minla_ignotincta,6.790909091,2.863636364,3.072727273,63.72727273,19.8,14.3,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Minla_strigula,7,3.45,3.96,66.2,26.1,19.2,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Mirafra_assamica,NA,NA,NA,NA,NA,26.2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Mirafra_erythroptera,NA,NA,NA,NA,NA,21.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Monticola_cinclorhynchus,13.33333333,4.733333333,5.277777778,103.4444444,25.07666667,36,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Monticola_rufiventris,14.37,5.56,6.09,122.7,28.03333333,53.2,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Monticola_solitarius,16,4.88,5.32,118.8,28.56666667,53.75,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Montifringilla_adamsi,11.895,7.725,7.395,104,22.265,37.72681033,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Montifringilla_blanfordi,10.21,8.275,9.495,95.6,19.325,33.65629369,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Montifringilla_taczanowskii,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Motacilla_alba,10.82,3.775,3.52,94.85,24.515,22.76,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Motacilla_cinerea,10.67,3.7,3.46,91.05,19.74,17.6,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Motacilla_citreola,12.475,4.155,3.435,86.45,26.26,19.25,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Motacilla_maderaspatensis,12.215,4.41,3.77,93.5,26.07,30.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Mulleripicus_pulverulentus,47,13.25,13.75,240.5,40.2,461.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Muscicapa_dauurica,8.1,5.028571429,3.528571429,71.21428571,14.55,9.8,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Muscicapa_ferruginea,6.09,4.48,2.96,69.2,14.5,12,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Muscicapa_ruficauda,7.748,3.912,3.382,75.8,16.9,13.3,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Muscicapa_sibirica,5.40375,3.5875,2.5125,73.125,11.75,13.2,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Muscicapella_hodgsoni,6.088888889,2.43,2.348,53.1,16.1,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Mycerobas_affinis,18.475,12.745,15.325,124.1,26.42,76.75,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Mycerobas_carnipes,18.365,14.17,16.1,113.95,27.565,59,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Mycerobas_icterioides,18.575,14.015,15.85,130.75,26.605,67,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Mycerobas_melanozanthos,19.24,17.06,20.23,132.5,25.315,62,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Myiomela_leucura,10,3.433333333,4.255555556,95.55555556,27.875,25,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Myophonus_caeruleus,18.85,7.05,9.775,172,52.125,158,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Myzornis_pyrrhoura,9.745,3.115,2.59,62.25,24.595,11.9,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Napothera_epilepidota,10.94,3.09,3.55,54.9,22.24,16,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Niltava_grandis,10.93333333,5.325,5.033333333,104.4166667,25.2,30.3,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Niltava_macgrigoriae,6.366666667,3.573333333,3.114166667,64.25,16.7,11.9,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Niltava_sundara,8.416666667,4.345,3.864166667,80.66666667,21.6,21.1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Ninox_scutulata,12.955,8.605,11.6,222,26.475,199.5,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Nucifraga_caryocatactes,35.9575,14.8375,15.62,218.125,43.0775,197.0833333,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Nucifraga_multipunctata,38.395,12.865,14.245,205.55,41.295,173.75,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Nyctyornis_athertoni,37.05,9.45,10.555,131.55,17.83,92,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Ocyceros_birostris,88.72,22.925,39.2,228,43.885,375,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Oenanthe_alboniger,12.03,4.5,4.56,104,27.195,25.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Oenanthe_deserti,10.085,3.34,3.445,97.05,26.09,19.85,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Oenanthe_picata,11.015,3.88,3.765,90.65,24.375,21.75,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Oenanthe_pleschanka,9.92,4.155,3.145,90.8,22.965,19.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Oriolus_kundoo,20.73,7.42,8.05,144,23.65,79,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Oriolus_tenuirostris,23.525,7.88,9.21,152,25.395,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Oriolus_traillii,22.02,7.3025,7.985,148.7,24.2725,74,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Oriolus_xanthornus,22.065,8.0125,8.2325,140.875,26.105,56.3,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Orthotomus_sutorius,9.405,2.73,2.54,46,19.96,7.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Otus_bakkamoena,13.45,8.925,11.485,171,35.15,145,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Otus_lettia,15.045,8.385,12.04,166,33.86,135,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Otus_scops,13.865,9.3,10.65,159,22.875,92,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Otus_spilocephalus,9.67,7.275,9.62,136.35,28.2,87.5,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Otus_sunia,12.325,7.125,10.665,144.25,25.22,70,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Paradoxornis_atrosuperciliaris,6.85,6.275,8.55,71.5,25.85,16.8,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Paradoxornis_flavirostris,10.85,8.375,13.95,85,29.5,30.13,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Paradoxornis_fulvifrons,4.525,4.5,5.225,54.5,19.45,6.4,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Paradoxornis_gularis,9.63,6.055,9.215,87,26.455,29,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Paradoxornis_nipalensis,4.535,4.185,5.78,50.5,17.43,5.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Paradoxornis_ruficeps,10.3,7.1,12.2,85,25.4,32,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Paradoxornis_unicolor,10.85,6.885,10.11,90.25,30.745,34,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Parus_ater,6.2,2.81,2.8,59.6,18.15,9.2,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Parus_dichrous,6.721428571,3.207142857,3.271428571,69.57142857,20.15,12.8,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Parus_major,8.330769231,4.084615385,4.507692308,66,19.175,16.38,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Parus_melanolophus,7.291666667,3.166666667,3.341666667,62.33333333,16.275,8.67,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Parus_monticolus,7.6,3.7,4.111764706,66.17647059,19.4,14.1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
Parus_rubidiventris,7.235294118,3.55,3.988888889,69,19.45,12,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Parus_rufonuchalis,9.475,4.5,4.325,78.5,20.55,12.8,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Parus_spilonotus,8.42,4.57,5.02,77.2,19.9,18.8,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Parus_xanthogenys,8.259090909,3.909090909,4.872727273,69.81818182,18.5,14.85,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Passer_domesticus,8.92,6.945,7.61,71.65,18.555,27.7,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Passer_montanus,9.05,6.42,7.095,75.5,19.155,21.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Passer_rutilans,8.805,6.255,6.195,70.7,18.52,18.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Pelargopsis_capensis,NA,NA,NA,NA,NA,180,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Pellorneum_albiventre,8.6,3.2,4,55.5,25.5,21.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Pellorneum_ruficeps,10.9,3.4,4.85,71,27.3,26,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Pellorneum_tickelli,9.05,2.85,3.65,67,27.65,17.1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
Pericrocotus_brevirostris,7.3475,4.0475,3.9275,86.75,15.275,16.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Pericrocotus_cinnamomeus,7.03,3.775,3.46,68.75,15.5875,8.6,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Pericrocotus_ethologus,8.16,4.1175,3.9725,92.25,17.2,19,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Pericrocotus_roseus,9.0725,5.0375,4.655,86.875,15.15,19.2,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Pericrocotus_solaris,8.0725,4.03,4.2225,84,16.3625,14.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Pericrocotus_speciosus,12.07,5.915,6.32,107,19.475,27.7,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Petronia_xanthocollis,10.29,6.595,6.285,84.55,17.255,18.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Phaenicophaeus_tristis,20.005,8.745,11.58,161,37.59,139,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Phodilus_badius,19.26,9.03,15.245,220,25.33,281.5,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Phoenicurus_coeruleocephala,7.3,2.975,3.05,81.25,22.675,14.9,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Phoenicurus_erythrogastrus,10.74,3.675,3.34,109.95,27.985,24.55,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Phoenicurus_frontalis,7.27,3.01,2.94,86.2,24.4,16,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Phoenicurus_ochruros,8.425,3.05,2.95,85,25.55,16.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1
